FEATURE_ID	FEATURE_TEXT	FEATURE_HASH	ENGINE	SOURCE_SECTION	SOURCE_LINE
F-002776	- PowerMetrics AI	db752b967e95f245688129be5a441e584f92c9be804a03857c83a895c6836bb1	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3467
F-002777	- الذكاء الاصطناعي في كل مكان	358499fcd6148f3eacb5cef0222507037d61aadc312270f8d2d0ae41f92dcecd	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3468
F-002778	- تحليلات agentic	116d4bb013123c604920ba3c653a8f1abdc46ac14c2335b62c09969de3231e44	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3469
F-002779	- رؤى مدعومة بالذكاء الاصطناعي	accb4970d3cb10178cea3e98793d73e3f540f2aa6ec93063cfcf3dcd998ce59f	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3470
F-002780	- تكامل AI/ML	36eac05c2c12aad8bb8cec8727abc116633c7bada1a2d3e24552e757b6577e52	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3471
F-002781	- معايرة Q&A	44185826f0973653695d3bef7441a37ff1ba396be8a3bd83cc419dd317c72b14	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3472
F-002782	- روايات لوحة المعلومات	c50879d18d7bac2d8713d35193f822b9b167b3b82666160cb0bec0b3e96ecacc	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3473
F-002783	- Copilot في Microsoft Fabric	176631f1af94b595aa98d7fdf1379621f51ade0547bfef482e4be6e13778f687	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3474
F-002784	- تقارير تم إنشاؤها بواسطة الذكاء الاصطناعي	d30b96e09cf25fd66c18d436265604243b540fcfc0c881a7c2ef3f58c971e389	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3475
F-002785	- إمكانات الذكاء الاصطناعي المتقدمة	e0232566eb4ab45cb7312b7c77525f4c6a231211d0687e350965371991146264	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3476
F-002786	- رؤى مدفوعة بالذكاء الاصطناعي	dc90374b7069a286137eed05f7a1e99c8c7180e567b635494e9ea616a057f60b	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3477
F-002787	- إنشاء مرئيات	23c5a87a16d9e8f5570f4750cf756fab5e13f484dc15bd4f1fe5b2f9d740935c	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3478
F-002788	- اقتراح المخططات	e91715996146510ea9ae103ab05f439622b44664e512e8c6bc1ba1fe4cbbbfc9	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3479
F-002789	- ضبط المحتوى	5994c32e19dd57a20a61969a2df42cad394d8f08434817c0dade568acb57d540	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3480
F-002790	- بحث البيانات بالذكاء الاصطناعي	7207d8d637402be2a4cfcba14d7b668a92905a853a3be69dc265ea6b368af857	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3481
F-002791	- محرك بيانات الذكاء الاصطناعي الذي يسلط الضوء على الرؤى	f3c58a59da22dfd01e321b8f9700c10dbbcc7ad71370c8d38312492d7d2a28c7	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3482
F-002792	- الدردشة مع بياناتك	6fe05f7337ef4a81307491cd650b96a139752f09f7e9077a50223f253b6c7e4a	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3483
F-002793	- يقوم الذكاء الاصطناعي بكل العمل الشاق	b2d196b7246b11309a4d8a78c3368075139b6870a553f1a4b2f6aef26168c68a	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3484
F-002794	- مطالبة الذكاء الاصطناعي بتقديم رؤى وضبطها وإنشاء تصورات جميلة	2ee13eaa5ede63b7c1a93dba500ecf1541e96fd4e870b45467fd9f5cf528bcb1	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3485
F-002795	- محرر صور مدعوم بالذكاء الاصطناعي	0a4b42d87b4fe1e897ce05cce65e9a82c25db73e6ee877c469bb8c449d37fe37	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3486
F-002796	- Magic Edit (Pro)	d9c62a4f72d2e5d13aecb434d8ff7b7907792f2158608799f0d4cc9a3441c82a	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3487
F-002797	- مغير الخلفية (Pro)	b04e0db0d2fc757189e06712a0957cf2fd6dcafb42f2ec8caba662aec330b2aa	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3488
F-002798	- Magic Eraser (Pro)	a93c32abe3fcc0193a5cf64175fced37880ca546d6764ea5e76875c0f6a79965	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3489
F-002799	- مزيل الخلفية	88d811cb56f62d42789f195d45514bc35d9e6dc564d3e2ace80d289053bcbf08	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3490
F-002800	- أداة تنعيم الوجه عبر الإنترنت	c25e09bba20bf07afdd54d01250658a78ceb009adefc7fb709b2126b991a1efd	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3491
F-002801	- Magic Grab	182ebe503c3dbfa6c2a291741b19aabf27aea5378ec63afca226f2fe6ab38730	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3492
F-002802	- Grab Text	280a6ea438594bebe911444c08a4c2a181233a1d9e11f47c2f4087b7df9e9891	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3493
F-002803	- موسع الصور بالذكاء الاصطناعي	5a19b63849841e2bc37ea6a45b0dbbaba5433e6e546d19c79f58e4d2a3b807c3	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3494
F-002804	- الضبط التلقائي	07620f7aafc29cba811cc1eb25fc8511b25970fae5359d23e53e492e253fab21	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3495
F-002805	- مجموعة واسعة من تصميمات المخططات	8d2c359ff94e2bf5e822922bed517740ceb940abb41ad58b9e347da13484c468	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3496
F-002806	- مرئيات ديناميكية وعناصر تصميم ذكية	92e15d958c93a989d96ebed928a0ed0bd100b9713c19deecdadd6663bdba1315	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3497
F-002807	- أتمتة العلامة التجارية بالذكاء الاصطناعي	8e93d4572e3a52ec5c9e7fa2f8761babc951bdc6527627f2ad198b124fbf155d	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3498
F-002808	- منشئ DesignAI	b4cd3ede1dedc08a184f04925552a865e25198b0f0420052f665fe5c22a16604	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3499
F-002809	- الملء التلقائي للمحتوى بالذكاء الاصطناعي	7d274d4472e59ff261a3af1747609e1ef68e0529f379c1dfc392e813a12e0328	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3500
F-002810	- أيقونات وصور مُنشأة بالذكاء الاصطناعي	b290bf8b27a0dc2de40e7e11ab8673e747ae8d007e0f064d1fb407cba5d0e1ff	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3501
F-002811	- كاتب ومترجم بالذكاء الاصطناعي	921eb75db841c69288c016bd266a80d08cd24b7c9e8661ec8faacd64565d56ec	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3502
F-002812	- الذكاء الاصطناعي للوصول الذكي	ad93351ced025e24438e4465297f958fdff392a41849668fe50a988ec7f70be0	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3503
F-002813	- تحليل معالجة اللغة الطبيعية ورؤية الكمبيوتر	0d3a0978bd05ddbc86712e78daa5923bd97fb73df1555a6054b46b2e59d780fb	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3504
F-002814	- مرشح الذكاء الاصطناعي	4062cbd0eb0e94147718d834bea5e3d51231ac0f621752e61ed49108d331459a	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3505
F-002815	- محسن الصور	893d6e355671b0e3812316be6c827b183c454bffd06b5133c610a7040ddc957f	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3506
F-002816	- محسن الصور بالذكاء الاصطناعي	fef0d12859f339b8a48c19a047de380855e5ccda33ac28a1d858acd58f568e65	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3507
F-002817	- تغيير لون الصورة	083d2fd01df43c3344d77550602363447ab079f1dd0b5d5a9b0c983aa3902d11	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3508
F-002818	- تأثيرات الصور	a0e89ec8ed76c3af3fc9ad35e793b9eff83ec7d48cac8d786796e57b6d55a8b6	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3509
F-002819	- مولد لقطات الرأس بالذكاء الاصطناعي	2d53b29398d101731cf830588e1b7a7005d268b01d0712a7f50c993ee4f09f28	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3510
F-002820	- اقتصاص الصورة	1984d4cd530f3bb63eb385c5d94fc626a5ae944c5aa110cbf89397373c553178	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3511
F-002821	- التعبئة التوليدية بالذكاء الاصطناعي	61ecfa369db8296f91a6253ce6f38ef5561741bbd1c648d764f47177227a4e3d	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3512
F-002822	- تغيير حجم الصورة	b7bd4d364bc6b265adb6f90374ea83ea64309f3030328403e5d90b438f5689dd	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3513
F-002823	- إزالة بكسلة الصورة	1055616d2b89db6a0a8585d581665d96c7acb52bd9f9d1a39714b6ff1bb04eda	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3514
F-002824	- تحرير النص في الصورة	e94ace4d85d728c81cdc7c4c536745f2dc3f622e17cc81f2a187725cf5903a70	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3515
F-002825	- مخططات مصممة بالذكاء الاصطناعي	e4ce37f9c9ec4430e6d448723c5539de8c18b5b557d82e42658e9f037a6c42d7	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3516
F-002826	- أدوات التصور الذكية	27daccc0b0737830cfd872f8b62da0eb05a425e0192fad7d5328422d9405f5d2	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3517
F-002827	- منصة ذكاء اصطناعي توليدية شاملة للتحليل ولوحات المعلومات والتقارير.	432ddaed519b24ec34f4903bf5fce2e9f031f8879ff865726c73f33766ca61e4	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3518
F-002828	- أتمتة عمليات تعلم الآلة.	66ea6352a8cd225ef82a0af90f986792508237972cea8493da3a8f3124d40a4f	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3519
F-002829	- تحليلات متقدمة.	c6915cba11d5d0000bea9406841ff8c7b27b4648215a02daad8536c7099c8f9c	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3520
F-002830	- الاستفادة من الذكاء الاصطناعي التوليدي لتبسيط تحليلات البيانات لجمهور الأعمال.	fd3a13072eba01a321a7569da37d734c51f0be6e32772410a8ae8637dfd10bb9	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3521
F-002831	- ذكاء اصطناعي ذكي مدعوم بأحدث نماذج الذكاء الاصطناعي من Google.	948465550f436d76ad2b44d3b9d6d3d033864a76d5cf9f07f63948df8c6e724e	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3522
F-002832	- ذكاء اصطناعي قوي.	cc36358b1461ccd2e0ddb9ba6ad2be7e1432b4215da1234909fd52605f97877e	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3523
F-002833	- ذكاء اصطناعي شفاف.	676dc97474b9d5f09578edc0262aed61853c2cf8e2aadb3b589d450f43f9ffc7	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3524
F-002834	- ذكاء اصطناعي مؤسسي متكامل.	391d4a4d229793437bd482f2cdce281daef41fe0a9bff19b4aeedf10bbeb1e56	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3525
F-002835	- منشئ الذكاء الاصطناعي.	192c5fe9676fd4f41173f6c9ca8974511e7321b01e2a06e22261d7f7bbcd529d	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3526
F-002836	- أتمتة الذكاء الاصطناعي.	cbb135bcf289bfbae6094509565edd6019f50aba4b999c4725a7153188f45425	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3527
F-002837	- ذكاء مضمن.	84aa089827042acd4a1ac1fef21e234ea65dc1370e1058416e4f22e5994fa9f6	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3528
F-002838	- تحليلات نشطة.	e5d0ed14af748816ebbb298c7ebfb8d6cfe22cfda748aba3b36094d815b868b1	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3529
F-002839	- قدرات التحليلات المعززة.	7025bae426c113cc7d87dcce3f34e49ba7e790fbe7fbc3f6e48ae341f31941c7	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3530
F-002840	- تحليلات مضمنة.	956bacd31bc25cda29801d995c26d99e539a702855f404be210f6309b447e20b	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3531
F-002841	- تحليلات الحوارية في Looker.	9da50cd5ee3ee352c2034148baa8251e38fc75b7979184ea9fbb43802fc9c06c	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3532
F-002842	- تجربة الذكاء الاصطناعي الوكيلية الجديدة.	9961806483270df6d9b282670464c147e368dcce8d017d817842c67f8aa58dc0	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3533
F-002843	- استخدام نماذج لغوية كبيرة (LLMs) من مجموعة غنية ومتنوعة من المصادر.	8be1941751f4a11a332235b5b906477046fc3cbd66d1454011a8a298ccfe8b3c	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3534
F-002844	- تحليل تنبؤي.	d35172e4e351a9e08166fb32aa78cb2157aba7c9d4566a2ecbcbef2d4a2b4c75	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3535
F-002845	- اكتشاف الشذوذ.	e0b8300aaad4d9863d14bf3ee996011183a27146752ce8efa5994e26b8737049	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3536
F-002846	- رؤى آلية.	b229905e9760701fde45ce877cfe3ab436d4be607b38b1313b1b242c309d5891	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3537
F-002847	- سرد تلقائي للرؤى.	636f9c37185fcb8532e4fccebfb7f912ce59b1316985d4f900534c1fad8d9e98	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3538
F-002848	- إنشاء عروض تقديمية تلقائي.	8cf1aa448a8d3d9022385a2fd009aaa23aa5b235374db100da9244d235bf1e24	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3539
F-002849	- إنشاء الشرائح تلقائيًا.	5d9fa2b840bb7cdd0d7e8d3b7d3d4d2bc7c6bb8c0cf17df08b1ba80c5a0e7f58	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3540
F-002850	- مساعد الصيغة.	11f5f55e291c75e08667ccb4b1d784efaa137361d4d2951da6242ae995815e4a	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3541
F-002851	- مساعد LookML.	7a0663ea6edaa7b054a54b49d430614742a0a76b3e8344403b3676ccf91bfa80	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3542
F-002852	- مساعد التصور المتقدم.	0370211ca07459928659520bead389082819bc3a3a130a6c116596e94455532d	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3543
F-002853	- Agentspace.	62114ff3a6592f95dc82d11af09d37e1c0cf5062d132745d37f5a959a9f6ccd3	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3544
F-002854	- وكلاء الذكاء الاصطناعي.	8c5a4dae49646bc9348bffb45c98106f12c87fcf6a34dc9e81f4b01a83c5c6a5	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3545
F-002855	- Spotter 3.	83aa6aa597d12f8fa7fe638b024c0675c7902165331555befff48f19f67e070e	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3546
F-002856	- SpotterCode.	aec675f618d97442c87ab6f093ff692315885d060972dd48f4589975fec2b09c	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3547
F-002857	- سجل دردشة Spotter.	2d0c9cca20d36d3b9b4e0397aeb48be64ff32b0df5612cc1791da62c42952426	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3548
F-002858	- ترجمة تلقائية للوحات المعلومات الحية والإجابات.	7a5d6dc2560dc10502c4b32b0957e4d0e8c731fa49e4a4074152520df99d97d8	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3549
F-002859	- نموذج دلالي.	aa5d7236e41ef007efa4154b4d10abd102238a5b62ca8dff933c6c4926c31d2f	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3550
F-002860	- منصة تحليلات وكيلية.	9d864f8232086c83b528e1246718396754eec5ecf1875eb55e9a44c452b3817a	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3551
F-002861	- منصة تحليلات مدعومة بالذكاء الاصطناعي.	613235b19cb419ab0bdfbd6cbda2179543694dc85ad32a5a320ea99cbbad21b8	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3552
F-002862	- معالجة اللغة الطبيعية (NLP).	ca1b151b49be371c7ae85f8096fb6fd796c40f5d0ae9aa1d48b7765487e36c51	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3553
F-002863	- استعلام اللغة الطبيعية (NLQ).	75bb0e27a577e6635ba951c1261f8b5d88c9fe5b663af2d980252b0a8f776811	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3554
F-002864	- منصة تحليلات مدفوعة بالبحث والذكاء الاصطناعي للمؤسسات.	8f8057e508f0922b2583da18ba48d75205c1b03f270de9c1ccabc238c8db320c	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3555
F-002865	- واجهة برمجة تطبيقات التحليلات الحوارية.	65b2f278fad62f184a0fdecf1087944012692b8ad7ffbc7567a4b0cc0f55b70e	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3556
F-002866	- مترجم الكود للتحليلات الحوارية.	526516f5007353819c5d881f6920fd7b063d9e2b1c0e081ef74c0775feff9e51	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3557
F-002867	- منصة تطبيقات وتحليلات الذكاء الاصطناعي متصلة بمستودع البيانات السحابي.	80e4cd3c3828d17e508434c7b338136fd825f9fd8e92cfeb3f6689e4ba68007f	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3558
F-002868	- مجموعة أدوات الذكاء الاصطناعي.	0c109dbfdeb6b1386cdd45aa2b6b0286e8b43dac6d9023e253cf05637e52f3e7	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3559
F-002869	- تجربة بيانات مُعاد تصورها للمستخدمين من رجال الأعمال.	1c449bcb130c50e2d2a7f791091e1418cb927a5011ea9598d218427f5c5c1c6d	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3560
F-002870	- تمكين كل موظف برؤى ذكية وشخصية وسياقية.	519b211987175d82037631bc618cda26295032a5523ee7b4c6c838519f9a4e73	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3561
F-002871	- أداة مبتكرة وتفاعلية وديناميكية.	ead69b7b0f2145579ee913f3b280bf388d240e09f8c4b81ea5b2246e63eb28ec	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3562
F-002872	- إجابات تم التحقق منها من قبل مؤلفي التطبيق.	4a9b939103887b71c41d686517c9e62627f7368e4f405aad594bde9dc1b9af42	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3563
F-002873	- تجربة محادثة قائمة على الدردشة.	9cca280437dfdee29b9408c2eed0afbaee0e2d72242b505a858543da1ab387fb	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3564
F-002874	- تجربة مستقلة بملء الشاشة.	d3d46aa15a4efe5c026443aa3588d3317468169c604ea1c8d8481caea4ea373b	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3565
F-002875	- جزء Copilot للتقارير.	0b6c567f88a72fbc859458734debb31a28a8be14a9178a923af26eb81705c11b	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3566
F-002876	- Copilot في التطبيقات.	593d0f51f78a8e3a6cdb56d695051a79ec40970cf42b1deae32f96bc7be7a0bb	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3567
F-002877	- إزالة محتويات المحادثة الحالية وأي سياق سابق تم تعيينه خلال المحادثة.	cea39aacf6a080bc89786a04c0cfe17fa3957b831bb4c162bb80311471493320	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3568
F-002878	- الاستجابة من ذاكرة التخزين المؤقت للكفاءة.	c4763a360cfbead59160bc6410a5dcfe19c17befdc10a36c97bb1f99a97abafa	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3569
F-002879	- تمكين مستخدمي الأعمال من طرح أسئلة باللغة الطبيعية.	54a6e64c8cb0f7f98a099003bf8a5c436949e2931ddc33f4711b40bbece9b6c4	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3570
F-002880	- اكتشاف الرؤى من التقارير عن طريق طرح أسئلة حول مرئيات التقرير وبياناتها الأساسية.	7459ab629ca3fc3aa910938040d460d9f52dea22bd8d4c448be998a947953ef7	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3571
F-002881	- رفع تجربة المستخدم الإجمالية بميزات مثل الرؤى التي يتم إنشاؤها تلقائيًا والتحليلات التنبؤية.	76aca9186f13d1279caf1336ee4cccc2abe56fa7e65ce1e1263d7693ad5114c2	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3572
F-002882	- التنقل في السياق المنسق للتطبيق.	39efeb01707e18c5924d2e0913f18b1ef22bdd5aa469eb0bd77ae6aeeed8d005	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3573
F-002883	- إرشادك إلى التقارير الصحيحة.	e829f798e54b1fdf5e29bce3411e476da01a1b5c09b9e768ba3dc32aa4e67483	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3574
F-002884	- تلخيص التقارير والعثور على العناصر والإجابة على أسئلة البيانات.	72a8d40d45376ea774080424d20c5216e2b921dd35baae5ca2bb61e8567ebf86	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3575
F-002885	- إنشاء صفحات تقرير كاملة في ثوانٍ.	9b9f2f3db1a29cc2e765dc0595eb4952b167e56d16f911d137905f0f6653920b	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3576
F-002886	- التحكم والمرونة في إنشاء التقارير.	cf23672cb3664bd51f3912369f8502418a7d0c83ce8d2f4d2b71fe2021e75571	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3577
F-002887	- اتخاذ قرارات أسرع.	cadd8d57426392f90b9e0cd2ee258351b2107b75c72bf566a237aa3f4ba127d9	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3578
F-002888	- جعل ذكاء الأعمال أكثر ذكاءً باستخدام الذكاء الاصطناعي.	4ba472d6180ffd5d4f8ef0beb3c020249af5c44ceb2e15dbac46365fa6a5e555	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3579
F-002889	- استبدال لوحات المعلومات التقليدية.	76fcdf1b0e60748c2a351ecbdd770cb7bd4fa9cf3d42891fdb8321008f0cd363	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3580
F-002890	- تحليل البيانات الاستباقي باستخدام الذكاء الاصطناعي.	22f8089833d25c652fb5487c4b87208bced87285b5b3df80ed7a38747743a755	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3581
F-002891	- تبسيط تحليل البيانات.	3aa285f7cb4a88bfefabef8692832d00be076404f9d667fe4f486b4c7f2a1e91	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3582
F-002892	- تمكين كل فرد في مؤسستك برؤى ذكية وشخصية وسياقية.	8539e86fec4c99c83f1af34457b17ccc3800bffc308685147804fabc5ba2e17a	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3583
F-002893	- إعادة تصور تجربة البيانات.	0daf6e9126bb4e25c04352229c0b5f5b7a04d4e520c7040f553893ff80a3b8c1	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3584
F-002894	- توسيع نطاق الرؤى من خلال إنشاء أساس بيانات موثوق به.	9ed97aa34a25820b5612760d98cf1705b285754fedaf585e13f6b6bc4defab21	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3585
F-002895	- استكشاف المقاييس والكشف عن رؤى قابلة للتنفيذ بشكل أسرع.	eb90ce1e20ef052513658626767428bdc253ecf7a2902ad3f5c77d0ffd0225a1	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3586
F-002896	- التصرف بناءً على البيانات في تدفق العمل.	cc2eca6235df949d52de01007997bf9807d77d382843a83f7f65c61616a4f168	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3587
F-002897	- الحصول على رؤى أثناء التنقل.	ad399b9f21caca28d501e4dbd502b5624dd361f05c426f9c670f851e81ab4116	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3588
F-002898	- زيادة الإنتاجية باستخدام رؤى مدعومة بالذكاء الاصطناعي.	e637ce24fd76d61672dc4b2a4fc4a91d8840e341a0029dcccb002455d071ec2d	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3589
F-002899	- مساعدة قادة التسويق.	51092a6d8182c8d435398a2836895a5d8f8696fe3c6787057c6445f8484c64fd	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3590
F-002900	- إضفاء الطابع الديمقراطي على رؤى البيانات عبر المؤسسات.	2b83654194a8a459282866af11dc280d8c56162f61f6537a3410ebb9b71e78bf	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3591
F-002901	- جعل استكشاف البيانات أكثر سهولة وبديهية.	39a881ae58a958230b2af9dfdb2364208d7a1af1c20566458933fc2349baebd9	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3592
F-002902	- خفض الحواجز التقنية للوصول إلى المعلومات.	b1a1d23b865b3e4dd787d904e30a3332fe17da9fc4c5a98e75fde1989dcb906e	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3593
F-002903	- تعزيز التعاون.	fc0dad94f5af29e85a1bd62544320664929941b9731a3b9e691901276265b02e	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3594
F-002904	- تسريع عملية تحويل البيانات الأولية إلى رؤى قابلة للتنفيذ.	86b9c6a7c0ce0f0c3d89e68c8d65120e414ed272aaf040d1553aaac30015b4a9	Presentation Engine	5.2 توليد المحتوى بالذكاء الاصطناعي	3595
