FEATURE_ID	FEATURE_TEXT	SOURCE_SECTION	SOURCE_LINE
F-002253	- إنشاء حملات تسويقية وطلبات تقديم العروض (RFPs)	4.1 الوضع السهل: تقرير بضغطة زر	2904
F-002254	- إنشاء خطة عمل لمشروع جديد	4.1 الوضع السهل: تقرير بضغطة زر	2905
F-002255	- إنشاء دليل تدريبي للموظفين الجدد	4.1 الوضع السهل: تقرير بضغطة زر	2906
F-002256	- إنشاء رؤى مكتوبة تلقائيًا من البيانات	4.1 الوضع السهل: تقرير بضغطة زر	2907
F-002257	- إنشاء كتيبات تدريبية وكتب إلكترونية	4.1 الوضع السهل: تقرير بضغطة زر	2908
F-002258	- إنشاء مسودات أولى للمستندات	4.1 الوضع السهل: تقرير بضغطة زر	2909
F-002259	- إنشاء مسودات مخصصة للاحتياجات المحددة	4.1 الوضع السهل: تقرير بضغطة زر	2910
F-002260	- إنشاء مسودة تقرير كاملة من بضع جمل	4.1 الوضع السهل: تقرير بضغطة زر	2911
F-002261	- إنشاء مسودة كاملة بناءً على تفاصيل أساسية	4.1 الوضع السهل: تقرير بضغطة زر	2912
F-002262	- إنشاء مقترحات وعروض مبيعات وأوراق بيضاء	4.1 الوضع السهل: تقرير بضغطة زر	2913
F-002263	- إنشاء هيكل تلقائي للملخصات والتقارير	4.1 الوضع السهل: تقرير بضغطة زر	2914
F-002264	- اتخاذ قرارات أسرع ومستنيرة	4.1 الوضع السهل: تقرير بضغطة زر	2915
F-002265	- استخلاص الرؤى من مجموعات البيانات الكبيرة	4.1 الوضع السهل: تقرير بضغطة زر	2916
F-002266	- استكشاف البيانات باستخدام لغة إنجليزية بسيطة	4.1 الوضع السهل: تقرير بضغطة زر	2917
F-002267	- اقتراح تغييرات في هيكل المستند لتحسين السرد	4.1 الوضع السهل: تقرير بضغطة زر	2918
F-002268	- اقتراح خطط مزايا للموظفين	4.1 الوضع السهل: تقرير بضغطة زر	2919
F-002269	- اقتراح عناصر العمل من الاجتماعات	4.1 الوضع السهل: تقرير بضغطة زر	2920
F-002270	- الإجابة على أسئلة معقدة حول محتوى المستند	4.1 الوضع السهل: تقرير بضغطة زر	2921
F-002271	- الإجابة على الأسئلة في الوقت الفعلي أثناء الاجتماعات	4.1 الوضع السهل: تقرير بضغطة زر	2922
F-002272	- التنبؤ بالاتجاهات المستقبلية بناءً على البيانات التاريخية	4.1 الوضع السهل: تقرير بضغطة زر	2923
F-002273	- التنبؤ بالاتجاهات وإيجاد الفرص الخفية	4.1 الوضع السهل: تقرير بضغطة زر	2924
F-002274	- الجمع بين خبرة الفرق البشرية وأحدث تطورات الذكاء الاصطناعي	4.1 الوضع السهل: تقرير بضغطة زر	2925
F-002275	- القدرة على تحرير المسودة التي تم إنشاؤها لتلبية الاحتياجات بشكل أفضل	4.1 الوضع السهل: تقرير بضغطة زر	2926
F-002276	- المساعدة في إنشاء نماذج بيانات محسّنة	4.1 الوضع السهل: تقرير بضغطة زر	2927
F-002277	- المساعدة في صياغة توقعات مالية وخطط استراتيجية	4.1 الوضع السهل: تقرير بضغطة زر	2928
F-002278	- الملء التلقائي للقوالب بمحتوى ذي صلة ومتوافق مع العلامة التجارية	4.1 الوضع السهل: تقرير بضغطة زر	2929
F-002279	- بناء سير عمل تقرير حقيقي مع قالب تقرير متسق	4.1 الوضع السهل: تقرير بضغطة زر	2930
F-002280	- بناء نماذج تعلم الآلة	4.1 الوضع السهل: تقرير بضغطة زر	2931
F-002281	- بناء نماذج تعلم الآلة الأولية مباشرة في المحادثة	4.1 الوضع السهل: تقرير بضغطة زر	2932
F-002282	- بناء نموذج مالي لشركة ناشئة	4.1 الوضع السهل: تقرير بضغطة زر	2933
F-002283	- تبسيط البيانات المعقدة في مرئيات واضحة ومؤثرة	4.1 الوضع السهل: تقرير بضغطة زر	2934
F-002284	- تتبع التفاصيل المحددة داخل المستند عبر طرح الأسئلة	4.1 الوضع السهل: تقرير بضغطة زر	2935
F-002285	- تتبع التقدم المحرز في تحقيق أهداف المبيعات	4.1 الوضع السهل: تقرير بضغطة زر	2936
F-002286	- تتبع رحلة الاستكشاف تلقائيًا (كل مخطط وسؤال ورؤية)	4.1 الوضع السهل: تقرير بضغطة زر	2937
F-002287	- تجميع التنبيهات المتشابهة معًا لتحديد المشكلات بشكل أسرع	4.1 الوضع السهل: تقرير بضغطة زر	2938
F-002288	- تحديث أشرطة التقدم تلقائيًا أثناء العمل	4.1 الوضع السهل: تقرير بضغطة زر	2939
F-002289	- تحديث الأبحاث تلقائيًا مع تغير السوق	4.1 الوضع السهل: تقرير بضغطة زر	2940
F-002290	- تحديث النص ديناميكيًا بناءً على معايير أو حسابات محددة	4.1 الوضع السهل: تقرير بضغطة زر	2941
F-002291	- تحديد المقاييس الرئيسية لتقييم أداء فريق	4.1 الوضع السهل: تقرير بضغطة زر	2942
F-002292	- تحديد مؤشرات الأداء الرئيسية (KPIs)	4.1 الوضع السهل: تقرير بضغطة زر	2943
F-002293	- إنشاء تقرير تنفيذي خلال 10 ثوانٍ	4.1 الوضع السهل: تقرير بضغطة زر	2944
F-002294	- إنشاء تقرير فروقات تلقائي بين مجموعات الملفات	4.1 الوضع السهل: تقرير بضغطة زر	2945
F-002295	- يعرض تقرير بالمشاكل المكتشفة	4.1 الوضع السهل: تقرير بضغطة زر	2946
F-002296	- إنشاء تقرير PDF رسمي	4.1 الوضع السهل: تقرير بضغطة زر	2947
F-002297	- إنشاء تقارير الامتثال (Compliance Reports)	4.1 الوضع السهل: تقرير بضغطة زر	2948
F-002298	- إنشاء تقارير الأداء والحالة (Performance and Status Reports)	4.1 الوضع السهل: تقرير بضغطة زر	2949
F-002299	- إنشاء تقارير التحقق (Validation Reports)	4.1 الوضع السهل: تقرير بضغطة زر	2950
F-002300	- إنشاء تقارير التدقيق والتتبع (Audit and Tracking Reports)	4.1 الوضع السهل: تقرير بضغطة زر	2951
F-002301	- إنشاء تقرير لكل موقع على حدة	4.1 الوضع السهل: تقرير بضغطة زر	2952
F-002302	- التقرير النهائي تجميعي فقط بعد اكتمال جميع الدفعات	4.1 الوضع السهل: تقرير بضغطة زر	2953
F-002303	- يُبنى التقرير تدريجيًا ويتم تحديثه مع كل دفعة	4.1 الوضع السهل: تقرير بضغطة زر	2954
F-002304	- بدء توليد التقرير قبل انتهاء المهمة بالكامل	4.1 الوضع السهل: تقرير بضغطة زر	2955
F-002305	- محرك تقارير ديناميكي (Dynamic Reporting Engine)	4.1 الوضع السهل: تقرير بضغطة زر	2956
F-002306	- تحديث التقارير بشكل حيوي ومباشر (real-time)	4.1 الوضع السهل: تقرير بضغطة زر	2957
F-002307	- التقارير تستهلك من الطبقة الدلالية فقط (Semantic Layer)	4.1 الوضع السهل: تقرير بضغطة زر	2958
F-002308	- تخزين تعريفات التقارير فقط وليس البيانات	4.1 الوضع السهل: تقرير بضغطة زر	2959
F-002309	- تقارير دورية	4.1 الوضع السهل: تقرير بضغطة زر	2960
F-002310	- اختيار الهيكل والأقسام والترتيب والخطوط والألوان	4.2 الوضع المتقدم	2966
F-002311	- أنماط: رسمي أو إداري أو تحليلي أو تنفيذي مختصر أو تفصيلي	4.2 الوضع المتقدم	2967
F-002312	- Scheduling للتقارير مع Digest	4.2 الوضع المتقدم	2968
F-002313	- إنشاء تقرير احترافي	4.2 الوضع المتقدم	2969
F-002314	- إدراج الجداول	4.2 الوضع المتقدم	2970
F-002315	- إدراج الرسوم	4.2 الوضع المتقدم	2971
F-002316	- تنسيق احترافي	4.2 الوضع المتقدم	2972
F-002317	- إضافة توصيات	4.2 الوضع المتقدم	2973
F-002318	- اختيار هيكل التقرير	4.2 الوضع المتقدم	2974
F-002319	- اختيار الأقسام	4.2 الوضع المتقدم	2975
F-002320	- اختيار ترتيب الصفحات	4.2 الوضع المتقدم	2976
F-002321	- تخصيص الجداول	4.2 الوضع المتقدم	2977
F-002322	- تخصيص طريقة عرض الرسوم	4.2 الوضع المتقدم	2978
F-002323	- تخصيص احترافي	4.2 الوضع المتقدم	2979
F-002324	- اختيار نمط رسمي	4.2 الوضع المتقدم	2980
F-002325	- نمط تنفيذي مختصر	4.2 الوضع المتقدم	2981
F-002326	- نمط تفصيلي موسع	4.2 الوضع المتقدم	2982
F-002327	- إعادة تنسيق التقرير بالكامل	4.2 الوضع المتقدم	2983
F-002328	- إعادة تنسيق احترافي	4.2 الوضع المتقدم	2984
F-002329	- تحسين توزيع النصوص	4.2 الوضع المتقدم	2985
F-002330	- إعادة تنسيق الجداول	4.2 الوضع المتقدم	2986
F-002331	- تحسين المسافات	4.2 الوضع المتقدم	2987
F-002332	- ضبط ألوان العناوين	4.2 الوضع المتقدم	2988
F-002333	- ترقيم الصفحات تلقائيا	4.2 الوضع المتقدم	2989
F-002334	- جدول محتويات تلقائي	4.2 الوضع المتقدم	2990
F-002335	- رؤوس وتذييلات قابلة للتخصيص	4.2 الوضع المتقدم	2991
F-002336	- إنشاء تقارير دورية تلقائية مجدولة	4.2 الوضع المتقدم	2992
F-002337	- التحكم في مستوى التفصيل في التقرير	4.2 الوضع المتقدم	2993
F-002338	- جدولة تقارير يومية وأسبوعية وشهرية مع إرسال تلقائي بالبريد	4.2 الوضع المتقدم	2994
F-002339	- جدولة التقارير وإرسالها تلقائيا	4.2 الوضع المتقدم	2995
F-002340	- تقارير مهيأة للطباعة الرسمية	4.2 الوضع المتقدم	2996
F-002341	- تحديث مجدول للشرائح قبل الاجتماع	4.2 الوضع المتقدم	2997
F-002342	- وضع تثبيت الاجتماع	4.2 الوضع المتقدم	2998
F-002343	- الوضع المتقدم لإنشاء التقارير	4.2 الوضع المتقدم	2999
F-002344	- مراقبة المقاييس حتى عندما تكون بعيدًا عن لوحات المعلومات الخاصة بك مع تنبيهات عبر البريد الإلكتروني أو الرسائل القصيرة	4.2 الوضع المتقدم	3000
F-002345	- الوضع المتقدم	4.2 الوضع المتقدم	3001
F-002346	- تحديد نبرة التقرير (غير رسمية، احترافية)	4.2 الوضع المتقدم	3002
F-002347	- تحديد نمط وتصميم التقرير (مباشر، هندسي، متطور)	4.2 الوضع المتقدم	3003
F-002348	- تحويل الأوامر النصية إلى تحليلات وتقارير	4.2 الوضع المتقدم	3004
F-002349	- تحويل الأوامر النصية البسيطة إلى تقارير مصممة بالكامل	4.2 الوضع المتقدم	3005
F-002350	- تحويل البيانات والمستندات إلى تحليلات ولوحات معلومات وتقارير	4.2 الوضع المتقدم	3006
F-002351	- تحويل التقارير بسهولة إلى شرائح PowerPoint	4.2 الوضع المتقدم	3007
F-002352	- تحويل المحادثات والاستكشافات إلى تقارير وشرائح منظمة	4.2 الوضع المتقدم	3008
F-002353	- تحويل الملفات أو الأفكار إلى تقارير واضحة وثاقبة على الفور	4.2 الوضع المتقدم	3009
F-002354	- تحويل تحديث حالة المشروع إلى عرض تقديمي أنيق واحترافي	4.2 الوضع المتقدم	3010
F-002355	- تحويل مؤشرات الأداء الرئيسية والاتجاهات والنتائج إلى عروض تقديمية مرئية واضحة	4.2 الوضع المتقدم	3011
F-002356	- تحويل مستند إلى عرض تقديمي في PowerPoint	4.2 الوضع المتقدم	3012
F-002357	- تحويل ملاحظات غير رسمية إلى تقرير رسمي	4.2 الوضع المتقدم	3013
F-002358	- تعديل نبرة التقرير	4.2 الوضع المتقدم	3014
F-002359	- جدولة التقارير	4.2 الوضع المتقدم	3015
F-002360	- اقتراح توصيات ذكية ودعم القرار	4.2 الوضع المتقدم	3016
F-002361	- توصيات مخصصة لكل مستخدم	4.2 الوضع المتقدم	3017
F-002362	- توصيات فورية أثناء العمل (ذكاء سياقي)	4.2 الوضع المتقدم	3018
F-002363	- توصيات بناءً على حدود الذاكرة (memory limits)	4.2 الوضع المتقدم	3019
F-002364	- تعديل أي فقرة أو جدول أو تنسيق أو ترتيب بعد الإنشاء	4.3 التحرير الكامل بعد الإنشاء	3025
F-002365	- إضافة أو حذف فصول وإدراج رسوم جديدة	4.3 التحرير الكامل بعد الإنشاء	3026
F-002366	- محرر تقارير مرئي بالسحب والإفلات	4.3 التحرير الكامل بعد الإنشاء	3027
F-002367	- التحرير الكامل للتقارير بعد الإنشاء	4.3 التحرير الكامل بعد الإنشاء	3028
F-002368	- الإنشاء التلقائي لا يلغي التحرير	4.3 التحرير الكامل بعد الإنشاء	3029
F-002369	- يمكن تعديل أي فقرة	4.3 التحرير الكامل بعد الإنشاء	3030
F-002370	- تعديل أي جدول	4.3 التحرير الكامل بعد الإنشاء	3031
F-002371	- تغيير تنسيق أي صفحة	4.3 التحرير الكامل بعد الإنشاء	3032
F-002372	- تغيير ترتيب الصفحات	4.3 التحرير الكامل بعد الإنشاء	3033
F-002373	- إضافة فصل جديد	4.3 التحرير الكامل بعد الإنشاء	3034
F-002374	- إدراج رسم جديد	4.3 التحرير الكامل بعد الإنشاء	3035
F-002375	- تعديل صياغة الملخص	4.3 التحرير الكامل بعد الإنشاء	3036
F-002376	- محرر تقارير مرئي	4.3 التحرير الكامل بعد الإنشاء	3037
F-002377	- سحب وإفلات أقسام	4.3 التحرير الكامل بعد الإنشاء	3038
F-002378	- تقسيم الصفحة	4.3 التحرير الكامل بعد الإنشاء	3039
F-002379	- إدراج أعمدة متعددة	4.3 التحرير الكامل بعد الإنشاء	3040
F-002380	- إدراج جداول تفاعلية	4.3 التحرير الكامل بعد الإنشاء	3041
F-002381	- تعديل تنسيق الجداول	4.3 التحرير الكامل بعد الإنشاء	3042
F-002382	- تعديل رؤوس الأقسام	4.3 التحرير الكامل بعد الإنشاء	3043
F-002383	- تغيير أنماط العناوين	4.3 التحرير الكامل بعد الإنشاء	3044
F-002384	- إنشاء نسخة جديدة من أي تقرير	4.3 التحرير الكامل بعد الإنشاء	3045
F-002385	- محرر تقارير كامل	4.3 التحرير الكامل بعد الإنشاء	3046
F-002386	- منشئ تقارير بواجهة بصرية لاختيار البيانات والأعمدة والفلاتر والتنسيق	4.3 التحرير الكامل بعد الإنشاء	3047
F-002387	- فلاتر ديناميكية بحيث أي حقل يصبح فلتر مع فلاتر محفوظة ومترابطة	4.3 التحرير الكامل بعد الإنشاء	3048
F-002388	- تقرير يرسل تلقائيا عند تحقق شرط معين مثل ارتفاع مؤشر أداء أو فشل مزامنة	4.3 التحرير الكامل بعد الإنشاء	3049
F-002389	- تلخيص التقارير أو الموضوعات.	4.3 التحرير الكامل بعد الإنشاء	3050
F-002390	- الإجابة على الأسئلة المتعلقة بالبيانات.	4.3 التحرير الكامل بعد الإنشاء	3051
F-002391	- إنشاء وتحرير التقارير.	4.3 التحرير الكامل بعد الإنشاء	3052
F-002392	- تلخيص النموذج الدلالي الأساسي.	4.3 التحرير الكامل بعد الإنشاء	3053
F-002393	- الحصول على ملخصات للتقارير بأكملها.	4.3 التحرير الكامل بعد الإنشاء	3054
F-002394	- التركيز على مواضيع محددة.	4.3 التحرير الكامل بعد الإنشاء	3055
F-002395	- تسليم تقارير مجمعة عالية التنسيق وجاهزة للتدقيق لآلاف المستلمين.	4.3 التحرير الكامل بعد الإنشاء	3056
F-002396	- التحرير الكامل بعد الإنشاء.	4.3 التحرير الكامل بعد الإنشاء	3057
F-002397	- التحرير الكامل بعد إنشاء التقارير	4.3 التحرير الكامل بعد الإنشاء	3058
F-002398	- التحرير الكامل بعد الإنشاء	4.3 التحرير الكامل بعد الإنشاء	3059
F-002399	- تحديث أشرطة التقدم تلقائيًا أثناء العمل	4.3 التحرير الكامل بعد الإنشاء	3060
F-002400	- تحديث الأبحاث تلقائيًا مع تغير السوق	4.3 التحرير الكامل بعد الإنشاء	3061
F-002401	- تحديث النص ديناميكيًا بناءً على معايير أو حسابات محددة	4.3 التحرير الكامل بعد الإنشاء	3062
F-002402	- صياغة التقارير والمذكرات والموجزات مع هيكل	4.3 التحرير الكامل بعد الإنشاء	3063
F-002403	- صياغة تقارير منظمة مع أدلة وملخصات وتوصيات بناءً على الهدف والسياق	4.3 التحرير الكامل بعد الإنشاء	3064
F-002404	- صياغة تقرير أداء ربع سنوي	4.3 التحرير الكامل بعد الإنشاء	3065
F-002405	- صياغة رسائل البريد الإلكتروني والمقترحات والتقارير	4.3 التحرير الكامل بعد الإنشاء	3066
F-002406	- صياغة محتوى مهم في ثوانٍ	4.3 التحرير الكامل بعد الإنشاء	3067
F-002407	- صياغة مقترح مشروع بناءً على ملاحظات الاجتماع	4.3 التحرير الكامل بعد الإنشاء	3068
F-002408	- كتابة تقارير أعمال من صفحة واحدة	4.3 التحرير الكامل بعد الإنشاء	3069
F-002409	- كتابة تقارير الأداء	4.3 التحرير الكامل بعد الإنشاء	3070
F-002410	- كتابة تقرير موجز للمستثمرين العالميين	4.3 التحرير الكامل بعد الإنشاء	3071
F-002411	- كتابة مسودة أولى لتقرير بحثي	4.3 التحرير الكامل بعد الإنشاء	3072
F-002412	- كتابة ملخص تنفيذي لتقرير بحثي	4.3 التحرير الكامل بعد الإنشاء	3073
F-002413	- كتابة ملخصات تنفيذية	4.3 التحرير الكامل بعد الإنشاء	3074
F-002414	- مراجعة اتفاقيات مستوى الخدمة (SLAs)	4.3 التحرير الكامل بعد الإنشاء	3075
F-002415	- مراجعة الأداء وتحليل النتائج ومشاركة الرؤى من العام الماضي	4.3 التحرير الكامل بعد الإنشاء	3076
F-002416	- مراجعة العقود القانونية وتلخيصها	4.3 التحرير الكامل بعد الإنشاء	3077
F-002417	- مسح المصادر ومقارنة المنافسين وتحويل البحث إلى موجزات واضحة	4.3 التحرير الكامل بعد الإنشاء	3078
F-002418	- هيكلة التقارير تلقائياً	4.3 التحرير الكامل بعد الإنشاء	3079
F-002419	- إنتاج تقارير مع المخططات والتصورات	4.3 التحرير الكامل بعد الإنشاء	3080
F-002420	- إنشاء تقارير منظمة	4.3 التحرير الكامل بعد الإنشاء	3081
F-002421	- إنشاء تقارير أداء الأعمال	4.3 التحرير الكامل بعد الإنشاء	3082
F-002422	- إنشاء تقارير أداء المبيعات السنوية	4.3 التحرير الكامل بعد الإنشاء	3083
F-002423	- إنشاء تقارير أداء المبيعات والملخصات المالية وتقارير التسويق	4.3 التحرير الكامل بعد الإنشاء	3084
F-002424	- إنشاء تقارير الأداء	4.3 التحرير الكامل بعد الإنشاء	3085
F-002425	- إنشاء تقارير السوق	4.3 التحرير الكامل بعد الإنشاء	3086
F-002426	- إنشاء تقارير تشغيلية	4.3 التحرير الكامل بعد الإنشاء	3087
F-002427	- إنشاء تقارير حالة المشروع	4.3 التحرير الكامل بعد الإنشاء	3088
F-002428	- إنشاء تقارير مالية	4.3 التحرير الكامل بعد الإنشاء	3089
F-002429	- إنشاء تقارير متعمقة عن اتجاهات السوق وسلوك المستهلك	4.3 التحرير الكامل بعد الإنشاء	3090
F-002430	- إنشاء تقارير مجلس الإدارة	4.3 التحرير الكامل بعد الإنشاء	3091
F-002431	- إنشاء تقارير مخصصة باستخدام أوامر نصية بسيطة	4.3 التحرير الكامل بعد الإنشاء	3092
F-002432	- إنشاء تقارير مدعومة بالذكاء الاصطناعي من Excel و CSV و PDF أو موضوع معين	4.3 التحرير الكامل بعد الإنشاء	3093
F-002433	- إنشاء تقارير معمقة حول اتجاهات السوق وسلوك المستهلك	4.3 التحرير الكامل بعد الإنشاء	3094
F-002434	- إنشاء تقارير منظمة مع الأدلة والملخصات والتوصيات	4.3 التحرير الكامل بعد الإنشاء	3095
F-002435	- إنشاء تقارير ومقترحات	4.3 التحرير الكامل بعد الإنشاء	3096
F-002436	- إنشاء تقرير أداء الحملات التسويقية	4.3 التحرير الكامل بعد الإنشاء	3097
F-002437	- إنشاء تقرير أداء ربع سنوي للإدارة	4.3 التحرير الكامل بعد الإنشاء	3098
F-002438	- إنشاء تقرير أسبوعي عن أداء المبيعات	4.3 التحرير الكامل بعد الإنشاء	3099
F-002439	- إنشاء تقرير بحثي مع تصورات بيانية للنتائج	4.3 التحرير الكامل بعد الإنشاء	3100
F-002440	- إنشاء تقرير بحثي مع تصورات للبيانات الإحصائية	4.3 التحرير الكامل بعد الإنشاء	3101
F-002441	- إنشاء تقرير تحليل SWOT لتقييم وضع الشركة	4.3 التحرير الكامل بعد الإنشاء	3102
F-002442	- إنشاء تقرير تحليل المنافسين	4.3 التحرير الكامل بعد الإنشاء	3103
F-002443	- إنشاء تقرير حالة لمشروع معين	4.3 التحرير الكامل بعد الإنشاء	3104
F-002444	- إنشاء تقرير ربع سنوي عن أداء التسويق	4.3 التحرير الكامل بعد الإنشاء	3105
F-002445	- إنشاء تقرير ربع سنوي يوضح أداء الفريق	4.3 التحرير الكامل بعد الإنشاء	3106
F-002446	- إنشاء تقرير سنوي للشركة	4.3 التحرير الكامل بعد الإنشاء	3107
F-002447	- إنشاء تقرير سنوي مالي للشركة	4.3 التحرير الكامل بعد الإنشاء	3108
F-002448	- إنشاء تقرير عمليات يومي لقسم الخدمات اللوجستية	4.3 التحرير الكامل بعد الإنشاء	3109
F-002449	- إنشاء تقرير مالي ربع سنوي مع تحليل مفصل	4.3 التحرير الكامل بعد الإنشاء	3110
F-002450	- إنشاء تقرير مالي سنوي	4.3 التحرير الكامل بعد الإنشاء	3111
F-002451	- إنشاء تقرير مالي مع الرسوم البيانية التفاعلية	4.3 التحرير الكامل بعد الإنشاء	3112
F-002452	- إنشاء تقرير مبيعات تفاعلي في Power BI	4.3 التحرير الكامل بعد الإنشاء	3113
F-002453	- إنشاء تقرير مبيعات من ملف Excel	4.3 التحرير الكامل بعد الإنشاء	3114
F-002454	- إنشاء تقرير مشروع للمدرسة أو الجامعة	4.3 التحرير الكامل بعد الإنشاء	3115
F-002455	- إنشاء توقعات للإيرادات	4.3 التحرير الكامل بعد الإنشاء	3116
F-002456	- إنشاء حملات تسويقية وطلبات تقديم العروض (RFPs)	4.3 التحرير الكامل بعد الإنشاء	3117
F-002457	- إنشاء خطة عمل لمشروع جديد	4.3 التحرير الكامل بعد الإنشاء	3118
F-002458	- إنشاء دليل تدريبي للموظفين الجدد	4.3 التحرير الكامل بعد الإنشاء	3119
F-002459	- إنشاء رؤى مكتوبة تلقائيًا من البيانات	4.3 التحرير الكامل بعد الإنشاء	3120
F-002460	- إنشاء صفحات تقرير كاملة باستخدام الأوامر النصية	4.3 التحرير الكامل بعد الإنشاء	3121
F-002461	- إنشاء استراتيجيات الذهاب إلى السوق	4.3 التحرير الكامل بعد الإنشاء	3122
F-002462	- إنشاء الرسوم البيانية ومشاركة الرؤى	4.3 التحرير الكامل بعد الإنشاء	3123
F-002463	- إنشاء قوائم تحقق لضمان دقة التقارير	4.3 التحرير الكامل بعد الإنشاء	3124
F-002464	- إنشاء كتيبات تدريبية وكتب إلكترونية	4.3 التحرير الكامل بعد الإنشاء	3125
F-002465	- حفظ النتائج مباشرة في لوحات المعلومات أو التقارير	4.3 التحرير الكامل بعد الإنشاء	3126
F-002466	- جدولة التقارير	4.3 التحرير الكامل بعد الإنشاء	3127
F-002467	- حل الحوادث بسرعة من خلال ملخصات المشكلات	4.3 التحرير الكامل بعد الإنشاء	3128
F-002468	- حل مشكلات العملاء بسرعة	4.3 التحرير الكامل بعد الإنشاء	3129
F-002469	- تقرير تدقيق هندسي مفصل	4.3 التحرير الكامل بعد الإنشاء	3130
F-002470	- تصدير تقرير تنفيذي بنقرة زر	4.3 التحرير الكامل بعد الإنشاء	3131
F-002471	- إضافة صفحة غلاف وفهرس للتقرير	4.3 التحرير الكامل بعد الإنشاء	3132
F-002472	- اختيار هيكل التقرير	4.3 التحرير الكامل بعد الإنشاء	3133
F-002473	- إعادة استخدام هيكل التقرير مع بيانات جديدة	4.3 التحرير الكامل بعد الإنشاء	3134
F-002474	- محرر تقارير مرئي متكامل	4.3 التحرير الكامل بعد الإنشاء	3135
F-002475	- إعادة تنسيق التقرير بالكامل	4.3 التحرير الكامل بعد الإنشاء	3136
F-002476	- تحويل التقرير إلى عرض تقديمي والعكس	4.3 التحرير الكامل بعد الإنشاء	3137
F-002477	- إرسال تقرير التنفيذ	4.3 التحرير الكامل بعد الإنشاء	3138
F-002478	- مراجعة التقرير	4.3 التحرير الكامل بعد الإنشاء	3139
F-002479	- سحب قسم من المكتبة إلى التقرير يرث التنسيق تلقائيًا	4.3 التحرير الكامل بعد الإنشاء	3140
F-002480	- تحويل مستند إلى تقرير رسمي منسق	4.3 التحرير الكامل بعد الإنشاء	3141
F-002481	- تسجيل تقرير مطابقة رقمي	4.3 التحرير الكامل بعد الإنشاء	3142
F-002482	- توليد تقارير متعددة الصيغ (PDF, PPTX, Word)	4.3 التحرير الكامل بعد الإنشاء	3143
F-002483	- تضمين مسار تدقيق كامل وأدلة في التقارير	4.3 التحرير الكامل بعد الإنشاء	3144
F-002484	- إصدار التقرير بتنسيق مخصص	4.3 التحرير الكامل بعد الإنشاء	3145
F-002485	- يحدث التقارير	4.3 التحرير الكامل بعد الإنشاء	3146
F-002486	- يراجع البيانات الجديدة	4.3 التحرير الكامل بعد الإنشاء	3147
F-002487	- يقترح تحسينات استراتيجية	4.3 التحرير الكامل بعد الإنشاء	3148
F-002488	- قوالب جاهزة: تنفيذي ومالي وتشغيلي	4.4 مكتبة التقارير والقوالب	3154
F-002489	- حفظ أي تقرير كنموذج وإعادة استخدامه	4.4 مكتبة التقارير والقوالب	3155
F-002490	- استيراد PDF أو Excel كنموذج لمحاكاته	4.4 مكتبة التقارير والقوالب	3156
F-002491	- Component Library موحّدة مع قوالب موسعة	4.4 مكتبة التقارير والقوالب	3157
F-002492	- تحويل تقرير إلى Dashboard	4.4 مكتبة التقارير والقوالب	3158
F-002493	- مكتبة التقارير	4.4 مكتبة التقارير والقوالب	3159
F-002494	- مكتبة تقارير	4.4 مكتبة التقارير والقوالب	3160
F-002495	- قوالب تقارير جاهزة قابلة للتخصيص	4.4 مكتبة التقارير والقوالب	3161
F-002496	- التقارير التفاعلية التي تسمح بالتصفية والتنقل	4.4 مكتبة التقارير والقوالب	3162
F-002497	- تقارير جاهزة لكل وحدة	4.4 مكتبة التقارير والقوالب	3163
F-002498	- قوالب تقارير تنفيذية وتفصيلية ومقارنة واتجاهات مع الهوية البصرية	4.4 مكتبة التقارير والقوالب	3164
F-002499	- حفظ التقرير كقالب لإعادة الاستخدام	4.4 مكتبة التقارير والقوالب	3165
F-002500	- تقارير امتثال تنظيمية جاهزة للتقديم	4.4 مكتبة التقارير والقوالب	3166
F-002501	- تحليل تفاعلي عبر المرشحات	4.4 مكتبة التقارير والقوالب	3167
F-002502	- تقارير المراسلات تشمل العدد ووقت الاستجابة وأداء الجهات	4.4 مكتبة التقارير والقوالب	3168
F-002503	- تقارير عن وقت كل مرحلة والاختناقات والأداء	4.4 مكتبة التقارير والقوالب	3169
F-002504	- تتبع وقت الاستجابة والإغلاق مع تنبيهات عند تجاوز المدة المحددة	4.4 مكتبة التقارير والقوالب	3170
F-002505	- تقارير أداء تشمل وقت الحل ومعدل التصعيد وأداء الفرق وأسباب التأخير	4.4 مكتبة التقارير والقوالب	3171
F-002506	- مكتبة التقارير والقوالب.	4.4 مكتبة التقارير والقوالب	3172
F-002507	- مكتبة التقارير والقوالب	4.4 مكتبة التقارير والقوالب	3173
F-002508	- لقطات وتقارير	4.4 مكتبة التقارير والقوالب	3174
F-002509	- إنشاء نظرات عامة مكتوبة على مقاييسك الرئيسية	4.4 مكتبة التقارير والقوالب	3175
F-002510	- الحصول على شرح موجز: ما هو مرتفع، وما هو منخفض، وما الذي يحتاج إلى اهتمام	4.4 مكتبة التقارير والقوالب	3176
F-002511	- تنزيل أو جدولة تقارير البريد الإلكتروني التلقائية لبياناتك بتنسيقات PNG و JPEG و PDF و CSV	4.4 مكتبة التقارير والقوالب	3177
F-002512	- بناء سير عمل تقرير حقيقي مع قالب تقرير متسق	4.4 مكتبة التقارير والقوالب	3178
